cascade_root_id,category,unique_user_count,depth,size,max_breadth,virality,strongly_cc,weakly_cc,size_of_scc,avg_cluster_coef,density,layer_ratio,structural_heterogeneity,characteristic_distance,veracity
1252728053383512065,covid_true,22,3.0,23.0,18.0,0.0691699604743083,23.0,1.0,23.0,0.0,0.0434782608695652,1.2222222222222223,1.980013774056773,0.9334531071102532,1.0
1288303284860661760,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1277722466820009985,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1284306347572502529,covid_true,15,1.0,15.0,15.0,0.0666666666666666,15.0,1.0,15.0,0.0,0.0666666666666666,1.0,2.004459314343183,14.700218635648524,1.0
1251290442777399299,covid_true,199,3.0,204.0,101.0,0.010021249879262,204.0,1.0,204.0,0.0,0.0049019607843137,2.0,3.717387736553359,0.6906896061095751,1.0
1252707075475505153,covid_true,9,1.0,9.0,9.0,0.1111111111111111,9.0,1.0,9.0,0.0,0.1111111111111111,1.0,1.590990257669732,8.601151338313896,1.0
1287743877584162817,covid_true,40,1.0,41.0,41.0,0.024390243902439,41.0,1.0,41.0,0.0,0.024390243902439,1.0,3.241334601672589,41.66466624154199,1.0
1228930463491710976,covid_true,22,2.0,24.0,22.0,0.0489130434782608,24.0,1.0,24.0,0.0,0.0416666666666666,1.0909090909090908,2.313762555765229,0.8062610463749398,1.0
1233235764076515328,covid_true,106,3.0,109.0,101.0,0.0110431532449881,109.0,1.0,109.0,0.0,0.0091743119266055,1.0594059405940597,4.86575175316793,0.7533195605730616,1.0
1237842735584784384,covid_true,54,1.0,54.0,54.0,0.0185185185185185,54.0,1.0,54.0,0.0,0.0185185185185185,1.0,3.7087352266146034,49.99833334827604,1.0
1272728825059856390,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1287092883833511937,covid_true,101,2.0,103.0,99.0,0.0104702075004759,103.0,1.0,103.0,0.0,0.0097087378640776,1.0404040404040404,4.904298462204575,0.6140721983604858,1.0
1243233756183494661,covid_true,123,1.0,123.0,123.0,0.008130081300813,123.0,1.0,123.0,0.0,0.008130081300813,1.0,5.56794838161489,124.99934636386529,1.0
1239258814005694464,covid_true,132,1.0,134.0,134.0,0.0074626865671641,134.0,1.0,134.0,0.0,0.0074626865671641,1.0,5.809636795811604,124.99934636386529,1.0
1278776708351451136,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1252758013653528577,covid_true,263,3.0,270.0,153.0,0.0091559961448437,270.0,1.0,270.0,0.0,0.0037037037037037,2.5454545454545454,4.440496715832404,1.170165824061273,1.0
1252583865081892866,covid_true,583,3.0,610.0,344.0,0.0056448356617943,610.0,1.0,610.0,0.0,0.001639344262295,4.245283018867925,4.607981703513992,2.3804321187096757,1.0
1262484149446811648,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1251160049486950402,covid_true,14,1.0,14.0,14.0,0.0714285714285714,14.0,1.0,14.0,0.0,0.0714285714285714,1.0,1.9414506867883017,13.1515590944776,1.0
1248637690481958912,covid_true,14,1.0,14.0,14.0,0.0714285714285714,14.0,1.0,14.0,0.0,0.0714285714285714,1.0,1.9414506867883017,13.1515590944776,1.0
1245218251581165568,covid_true,8,1.0,8.0,8.0,0.125,8.0,1.0,8.0,0.0,0.125,1.0,1.511857892036909,7.56474452887877,1.0
1233077240340021251,covid_true,140,3.0,144.0,100.0,0.0113636363636363,144.0,1.0,144.0,0.0,0.0069444444444444,1.43,4.362425867603926,0.6211660956627424,1.0
1270493846141652992,covid_true,8,1.0,8.0,8.0,0.125,8.0,1.0,8.0,0.0,0.125,1.0,1.511857892036909,7.56474452887877,1.0
1245131970826268673,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1262480081856929792,covid_true,190,3.0,198.0,102.0,0.0101266471824847,198.0,1.0,198.0,0.0,0.005050505050505,1.9215686274509804,4.2178617695072855,0.6873460515966892,1.0
1272810392427868165,covid_true,4,1.0,4.0,4.0,0.25,4.0,1.0,4.0,0.0,0.25,1.0,1.1547005383792517,3.4973316197244064,1.0
1247294830809677824,covid_true,10,1.0,11.0,11.0,0.0909090909090909,11.0,1.0,11.0,0.0,0.0909090909090909,1.0,1.7392527130926088,10.408661735720557,1.0
1256985606208487424,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1251663418588909572,covid_true,10,1.0,10.0,10.0,0.1,10.0,1.0,10.0,0.0,0.1,1.0,1.6666666666666663,9.606711778092896,1.0
1268767462193012737,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1281635717806829569,covid_true,20,1.0,23.0,23.0,0.0434782608695652,23.0,1.0,23.0,0.0,0.0434782608695652,1.0,2.45180823808952,22.72360560335461,1.0
1242495447945695235,covid_true,100,2.0,100.0,97.0,0.0106060606060606,100.0,1.0,100.0,0.0,0.01,1.0309278350515465,4.876811193766994,0.5716252851889978,1.0
1275815823693754368,covid_true,363,4.0,378.0,180.0,0.0088066467376812,378.0,1.0,378.0,0.0,0.0026455026455026,2.8,4.361475959185076,1.0667288195687716,1.0
1246800950272106496,covid_true,116,3.0,119.0,100.0,0.0115368181170773,119.0,1.0,119.0,0.0,0.0084033613445378,1.17,4.637564263510552,0.7151885076583717,1.0
1253317300117278720,covid_true,77,2.0,80.0,77.0,0.0134493670886075,80.0,1.0,80.0,0.0,0.0125,1.0389610389610389,4.334957932760302,0.6138233048371916,1.0
1270311567100346374,covid_true,35,2.0,37.0,36.0,0.0285285285285285,37.0,1.0,37.0,0.0,0.027027027027027,1.0277777777777777,3.0035986646473933,0.5598448014438561,1.0
1288376273861976065,covid_true,4,2.0,5.0,4.0,0.3,5.0,1.0,5.0,0.0,0.2,1.25,1.118033988749895,1.2430425572334347,1.0
1287257090533203968,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1245875244302204936,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1288534945129009153,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1288534944122380289,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1239687660400046081,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1288838613220962304,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1252710193001046017,covid_true,7,1.0,7.0,7.0,0.1428571428571428,7.0,1.0,7.0,0.0,0.1428571428571428,1.0,1.4288690166235205,6.566261104483427,1.0
1245016816210059265,covid_true,5,1.0,5.0,5.0,0.2,5.0,1.0,5.0,0.0,0.2,1.0,1.25,4.445556177931239,1.0
1259232917731016704,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1242528450323218432,covid_true,19,1.0,19.0,19.0,0.0526315789473684,19.0,1.0,19.0,0.0,0.0526315789473684,1.0,2.2391714737574,17.85247547009985,1.0
1240110453306593280,covid_true,130,3.0,136.0,100.0,0.0204248366013071,136.0,1.0,136.0,0.0,0.0073529411764705,4.571428571428571,4.548534185571368,1.132123904302055,1.0
1240112296241881090,covid_true,94,3.0,105.0,76.0,0.0211538461538461,105.0,1.0,105.0,0.0,0.0095238095238095,1.0789473684210529,3.912705464669483,1.7798962989157912,1.0
1224335680899354624,covid_true,157,3.0,161.0,101.0,0.0111024844720496,161.0,1.0,161.0,0.0,0.0062111801242236,1.5742574257425743,4.084713308483228,0.7007005171476044,1.0
1252312858978902019,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1238132094833954817,covid_true,180,1.0,198.0,198.0,0.005050505050505,198.0,1.0,198.0,0.0,0.005050505050505,1.0,7.053457948803055,249.99996561413835,1.0
1280211735404822528,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1247149300175589377,covid_true,227,3.0,230.0,128.0,0.009493070058857,230.0,1.0,230.0,0.0,0.0043478260869565,2.292929292929293,4.647158207283259,0.7328145827534258,1.0
1261793132020224005,covid_true,312,1.0,318.0,318.0,0.0031446540880503,318.0,1.0,318.0,0.0,0.0031446540880503,1.0,8.930329705197515,249.99996561413835,1.0
1254172638307586049,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1254032243770736642,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1242120391054757900,covid_true,443,1.0,453.0,453.0,0.0022075055187637,453.0,1.0,453.0,0.0,0.0022075055187637,1.0,10.65366383444424,249.99996561413835,1.0
1242482460140736512,covid_true,137,3.0,143.0,102.0,0.0111789618831872,143.0,1.0,143.0,0.0,0.0069930069930069,1.392156862745098,4.337179242890857,0.6177265848805517,1.0
1242432301885198337,covid_true,114,2.0,117.0,96.0,0.0116416150898909,117.0,1.0,117.0,0.0,0.0085470085470085,1.21875,4.493306555866632,1.1664865992774558,1.0
1279879585627279365,covid_true,206,1.0,207.0,207.0,0.0048309178743961,207.0,1.0,207.0,0.0,0.0048309178743961,1.0,7.211186697918243,249.99996561413835,1.0
1244309931874017280,covid_true,334,3.0,343.0,217.0,0.0075528958450548,343.0,1.0,343.0,0.0,0.0029154518950437,3.0865384615384617,4.735971600757384,1.1558855969284143,1.0
1280853299600789505,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1285524871666118656,covid_true,316,4.0,323.0,126.0,0.0102205641982193,323.0,1.0,323.0,0.0,0.0030959752321981,2.26,4.759456848981697,1.216991229966553,1.0
1276312029360541698,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1262781525260734467,covid_true,128,3.0,134.0,99.0,0.0117270788912579,134.0,1.0,134.0,0.0,0.0074626865671641,1.3333333333333333,4.363118441281123,0.726401122818429,1.0
1252915913835364353,covid_true,99,2.0,100.0,99.0,0.0102020202020202,100.0,1.0,100.0,0.0,0.01,1.0101010101010102,4.975708772424369,0.4342063694901805,1.0
1252640538647506947,covid_true,147,3.0,154.0,99.0,0.012307953484424,154.0,1.0,154.0,0.0,0.0064935064935064,1.4646464646464648,4.099816149556574,1.0444520833150828,1.0
1252964030253318147,covid_true,285,3.0,294.0,189.0,0.0081377260801931,294.0,1.0,294.0,0.0,0.0034013605442176,2.909090909090909,4.71877779856373,0.8300528748183942,1.0
1255129366234890240,covid_true,110,3.0,111.0,98.0,0.0116298116298116,111.0,1.0,111.0,0.0,0.009009009009009,1.1122448979591837,4.68630852626092,0.7185817419504449,1.0
1254061979607711745,covid_true,123,3.0,126.0,97.0,0.0127619047619047,126.0,1.0,126.0,0.0,0.0079365079365079,1.2371134020618555,4.380443813131268,0.954329284385592,1.0
1249092100236460033,covid_true,243,3.0,249.0,125.0,0.0100887420650343,249.0,1.0,249.0,0.0,0.0040160642570281,2.2626262626262625,3.64377716905855,1.3478161493675551,1.0
1250852583318736896,covid_true,696,1.0,713.0,713.0,0.0014025245441795,713.0,1.0,713.0,0.0,0.0014025245441795,1.0,13.360402356351232,13235162895.68282,1.0
1233266386291580931,covid_true,260,1.0,270.0,270.0,0.0037037037037037,270.0,1.0,270.0,0.0,0.0037037037037037,1.0,8.231095271470847,249.99996561413835,1.0
1239235411463020544,covid_true,348,1.0,357.0,357.0,0.0028011204481792,357.0,1.0,357.0,0.0,0.0028011204481792,1.0,9.460481079056764,249.99996561413835,1.0
1261998478005280768,covid_true,98,1.0,100.0,100.0,0.01,100.0,1.0,100.0,0.0,0.01,1.0,5.02518907629606,83.33233488515074,1.0
1238046001744826369,covid_true,608,5.0,634.0,213.0,0.0124264306467126,634.0,1.0,634.0,0.0,0.001577287066246,3.0594059405940595,4.488816662469308,4.331610210336455,1.0
1233488317049602048,covid_true,363,3.0,379.0,265.0,0.0068266532646479,379.0,1.0,379.0,0.0,0.0026385224274406,3.65,4.555273636416841,0.9594336394242956,1.0
1233489045520625664,covid_true,216,3.0,224.0,121.0,0.0097093209481101,224.0,1.0,224.0,0.0,0.0044642857142857,2.2222222222222223,4.024937847438458,0.7916835695743283,1.0
1249118778404765696,covid_true,126,3.0,139.0,103.0,0.0114169533938066,139.0,1.0,139.0,0.0,0.0071942446043165,1.3203883495145632,4.438433895208309,0.7685083677651451,1.0
1282016746896068610,covid_true,151,4.0,159.0,102.0,0.0153252129607515,159.0,1.0,159.0,0.0,0.0062893081761006,1.2549019607843137,4.204099333952758,1.1662255753801698,1.0
1237974981780226048,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1263501768979251200,covid_true,43,2.0,50.0,32.0,0.0346938775510204,50.0,1.0,50.0,0.0,0.02,1.5625,2.559170653874378,1.961249742794567,1.0
1252643578418991104,covid_true,126,1.0,128.0,128.0,0.0078125,128.0,1.0,128.0,0.0,0.0078125,1.0,5.679081660263128,124.99934636386529,1.0
1242442331854340097,covid_true,98,2.0,100.0,95.0,0.011010101010101,100.0,1.0,100.0,0.0,0.01,1.0526315789473684,4.778535827278736,0.671289549408824,1.0
1285525742051303426,covid_true,76,1.0,76.0,76.0,0.0131578947368421,76.0,1.0,76.0,0.0,0.0131578947368421,1.0,4.387862045841157,83.33233488515074,1.0
1262387221610598400,covid_true,216,1.0,217.0,217.0,0.0046082949308755,217.0,1.0,217.0,0.0,0.0046082949308755,1.0,7.382489919221522,249.99996561413835,1.0
1251029912573657090,covid_true,219,3.0,221.0,114.0,0.0099341834635952,221.0,1.0,221.0,0.0,0.004524886877828,2.14,4.770962877329849,0.9070075179418136,1.0
1242616705135685633,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1268100024237535233,covid_true,131,2.0,134.0,101.0,0.0111659746380877,134.0,1.0,134.0,0.0,0.0074626865671641,1.3267326732673268,4.4170420661276095,1.4264539411447377,1.0
1242157782691913728,covid_true,137,1.0,143.0,143.0,0.0069930069930069,143.0,1.0,143.0,0.0,0.0069930069930069,1.0,6.000146711821326,124.99934636386529,1.0
1278222091733602308,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1288562406554243073,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1254875538289819648,covid_true,29,2.0,30.0,28.0,0.0379310344827586,30.0,1.0,30.0,0.0,0.0333333333333333,1.0714285714285714,2.610233223141457,0.7406756451774452,1.0
1260281378605879301,covid_true,48,1.0,48.0,48.0,0.0208333333333333,48.0,1.0,48.0,0.0,0.0208333333333333,1.0,3.5007597959494694,49.99833334827604,1.0
1254829787090165761,covid_true,23,2.0,23.0,22.0,0.0474308300395256,23.0,1.0,23.0,0.0,0.0434782608695652,1.0454545454545454,2.3529039557094946,0.6402939617663774,1.0
1270610711496949760,covid_true,5,1.0,5.0,5.0,0.2,5.0,1.0,5.0,0.0,0.2,1.0,1.25,4.445556177931239,1.0
1266406045544579073,covid_true,352,1.0,356.0,356.0,0.0028089887640449,356.0,1.0,356.0,0.0,0.0028089887640449,1.0,9.4472590853301,249.99996561413835,1.0
1246574477745553408,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1253038164400394240,covid_true,59,1.0,60.0,60.0,0.0166666666666666,60.0,1.0,60.0,0.0,0.0166666666666666,1.0,3.905667329424716,62.49833360035602,1.0
1253351930744705026,covid_true,277,1.0,284.0,284.0,0.0035211267605633,284.0,1.0,284.0,0.0,0.0035211267605633,1.0,8.44102383554425,249.99996561413835,1.0
1277074771868606464,covid_true,97,2.0,98.0,96.0,0.0106248685041026,98.0,1.0,98.0,0.0,0.010204081632653,1.0208333333333333,4.875275063026052,0.5093587350933789,1.0
1286467622888812545,covid_true,13,1.0,13.0,13.0,0.0769230769230769,13.0,1.0,13.0,0.0,0.0769230769230769,1.0,1.8763883748662835,12.493341970952796,1.0
1276319022238199808,covid_true,16,1.0,18.0,18.0,0.0555555555555555,18.0,1.0,18.0,0.0,0.0555555555555555,1.0,2.182820625326997,17.85247547009985,1.0
1276324846801170439,covid_true,475,5.0,492.0,144.0,0.014422201248489,492.0,1.0,492.0,0.0,0.0020325203252032,4.2,4.380257424811861,2.9657840496469072,1.0
1288595347644854272,covid_true,16,1.0,16.0,16.0,0.0625,16.0,1.0,16.0,0.0,0.0625,1.0,2.065591117977289,15.619665039289089,1.0
1232856108525551616,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1270111757340749832,covid_true,35,2.0,35.0,33.0,0.0319327731092436,35.0,1.0,35.0,0.0,0.0285714285714285,1.0606060606060606,2.837892390136222,0.697344063655528,1.0
1270701517172092928,covid_true,11,1.0,11.0,11.0,0.0909090909090909,11.0,1.0,11.0,0.0,0.0909090909090909,1.0,1.7392527130926088,10.408661735720557,1.0
1270452386281160711,covid_true,17,2.0,17.0,16.0,0.0661764705882353,17.0,1.0,17.0,0.0,0.0588235294117647,1.0625,2.012655273513077,0.7024124757079967,1.0
1264551955189444613,covid_true,54,1.0,55.0,55.0,0.0181818181818181,55.0,1.0,55.0,0.0,0.0181818181818181,1.0,3.7422759959187446,49.99833334827604,1.0
1288498710440157192,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1238168781815349248,covid_true,116,2.0,117.0,100.0,0.01105216622458,117.0,1.0,117.0,0.0,0.0085470085470085,1.17,4.681891710421056,1.0145787322667417,1.0
1269301942901256192,covid_true,2,1.0,2.0,2.0,0.5,2.0,1.0,2.0,0.0,0.5,1.0,1.0,1.43957893271737,1.0
1254868652857450496,covid_true,11,1.0,12.0,12.0,0.0833333333333333,12.0,1.0,12.0,0.0,0.0833333333333333,1.0,1.8090680674665816,11.3563017644377,1.0
1277970620500701188,covid_true,57,2.0,57.0,31.0,0.0369674185463659,57.0,1.0,57.0,0.0,0.0175438596491228,2.1923076923076925,2.6862390254854125,3.2745425772028693,1.0
1249021198450688007,covid_true,37,1.0,39.0,39.0,0.0256410256410256,39.0,1.0,39.0,0.0,0.0256410256410256,1.0,3.163317712049869,41.66466624154199,1.0
1251315956430880771,covid_true,102,2.0,102.0,101.0,0.0099980586293923,102.0,1.0,102.0,0.0,0.0098039215686274,1.00990099009901,5.025686398113117,0.4342063694901805,1.0
1281000507201421312,covid_true,12,1.0,12.0,12.0,0.0833333333333333,12.0,1.0,12.0,0.0,0.0833333333333333,1.0,1.8090680674665816,11.3563017644377,1.0
1288398471775617024,covid_true,34,2.0,34.0,33.0,0.0311942959001782,34.0,1.0,34.0,0.0,0.0294117647058823,1.0303030303030305,2.876394539414372,0.5705010142969689,1.0
1246892512431820801,covid_true,33,1.0,34.0,34.0,0.0294117647058823,34.0,1.0,34.0,0.0,0.0294117647058823,1.0,2.9593201512468634,35.71195172853707,1.0
1273654070847459328,covid_true,89,3.0,91.0,82.0,0.0139194139194139,91.0,1.0,91.0,0.0,0.0109890109890109,1.0853658536585369,4.334721999715185,0.7682063513676398,1.0
1253361059068510208,covid_true,81,1.0,82.0,82.0,0.0121951219512195,82.0,1.0,82.0,0.0,0.0121951219512195,1.0,4.555555555555555,83.33233488515074,1.0
1249646099633188864,covid_true,10,2.0,10.0,9.0,0.1222222222222222,10.0,1.0,10.0,0.0,0.1,1.1111111111111112,1.531560972454469,0.8678376508415626,1.0
1245000124339798017,covid_true,20,2.0,20.0,15.0,0.0763157894736842,20.0,1.0,20.0,0.0,0.05,1.3333333333333333,1.8079541091913336,1.444839601276325,1.0
1240000498041667584,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1239447630931021825,covid_true,37,2.0,37.0,36.0,0.0285285285285285,37.0,1.0,37.0,0.0,0.027027027027027,1.0277777777777777,3.0035986646473933,0.5598448014438561,1.0
1288871672242671624,covid_true,187,4.0,192.0,93.0,0.0234238656195462,192.0,1.0,192.0,0.0,0.0052083333333333,6.470588235294118,3.9419598835442873,1.7846381366800357,1.0
1250221659191042049,covid_true,104,2.0,108.0,97.0,0.0111630321910695,108.0,1.0,108.0,0.0,0.0092592592592592,1.11340206185567,4.702764363979412,0.877811062993472,1.0
1244806742464016385,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1245707119984349185,covid_true,664,3.0,697.0,302.0,0.0057306353996602,697.0,1.0,697.0,0.0,0.0014347202295552,4.05050505050505,4.393335749081978,3.65765033938116,1.0
1270691732137574400,covid_true,92,2.0,92.0,78.0,0.0142140468227424,92.0,1.0,92.0,0.0,0.0108695652173913,1.1794871794871795,4.135636579376473,1.0617637898665853,1.0
1279489025129082880,covid_true,33,2.0,33.0,32.0,0.0321969696969696,33.0,1.0,33.0,0.0,0.0303030303030303,1.03125,2.8327396743258992,0.5705010142969689,1.0
1249093499980369922,covid_true,24,2.0,24.0,23.0,0.0452898550724637,24.0,1.0,24.0,0.0,0.0416666666666666,1.0434782608695652,2.4050985540764054,0.6308927237407795,1.0
1248631683659644928,covid_true,737,5.0,777.0,251.0,0.0111965794955485,777.0,1.0,777.0,0.0,0.0012870012870012,2.01010101010101,4.711341351739129,5.76661675129725,1.0
1248632283277361152,covid_true,64,1.0,68.0,68.0,0.0147058823529411,68.0,1.0,68.0,0.0,0.0147058823529411,1.0,4.153761108114377,62.49833360035602,1.0
1282754037973233664,covid_true,794,5.0,819.0,592.0,0.0039704929680479,819.0,1.0,819.0,0.0,0.0012210012210012,6.803921568627451,4.066082024150771,0.0,1.0
1238208540986216450,covid_true,7,1.0,7.0,7.0,0.1428571428571428,7.0,1.0,7.0,0.0,0.1428571428571428,1.0,1.4288690166235205,6.566261104483427,1.0
1250748220407525377,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1288435716419022850,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1246899935150309377,covid_true,36,1.0,36.0,36.0,0.0277777777777777,36.0,1.0,36.0,0.0,0.0277777777777777,1.0,3.04255531702266,35.71195172853707,1.0
1267015495045328896,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1263209427508899840,covid_true,42,1.0,43.0,43.0,0.0232558139534883,43.0,1.0,43.0,0.0,0.0232558139534883,1.0,3.317522024184976,41.66466624154199,1.0
1285994887989665792,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1267161297025552384,covid_true,1,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-99999.0,1.0
1242429682089365504,covid_true,123,2.0,127.0,102.0,0.0109986251718535,127.0,1.0,127.0,0.0,0.0078740157480314,1.2450980392156863,4.575443287804951,1.2308618206516466,1.0
1248738977932365824,covid_true,10,1.0,10.0,10.0,0.1,10.0,1.0,10.0,0.0,0.1,1.0,1.6666666666666663,9.606711778092896,1.0
1252739212794880002,covid_true,79,1.0,82.0,82.0,0.0121951219512195,82.0,1.0,82.0,0.0,0.0121951219512195,1.0,4.555555555555555,83.33233488515074,1.0
1251963782789844993,covid_true,4,1.0,4.0,4.0,0.25,4.0,1.0,4.0,0.0,0.25,1.0,1.1547005383792517,3.4973316197244064,1.0
